Relay Race Experts

Channel 0 - [2, 0, 0, 0, 2, 2, 0, 0] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 3, 1, 3, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 3, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', '', 3, 1, 3, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - [3, '', '', 3, 1, 3, 5, ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', 3, 1, 3, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', 4, '', 3, 1, 3, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [2, '', '', 3, 1, 3, 8, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 3, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, '', 3, 1, 4, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 3, 1, 4, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 4, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 5, 1, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 26 - ['', '', '', 3, 1, 4, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 28 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 4, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 4, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', 3, 1, 4, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 4, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', 3, 1, 4, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 4, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', 3, 1, 5, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 3, 1, 5, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', 3, 1, 5, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 5, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 5, 4, ''] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 5, 1, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', 3, 1, 5, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 26 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 5, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 28 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', 3, 1, 5, 7, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', 3, 1, 5, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [1, 0, '', 3, 1, 5, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', 3, 1, 6, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 3, ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', 3, 1, 6, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', 0, '', 3, 1, 6, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 5, 1, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', 3, 1, 6, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 26 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 6, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - [3, '', '', 3, 1, 7, 0, ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', 3, 1, 7, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', 4, '', 3, 1, 7, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [2, '', '', 3, 1, 7, 3, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 3, 1, 7, 0, 7] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', 3, 1, 7, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [1, 0, '', 3, 1, 7, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 3, 1, 7, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 3, 1, 7, 0, 7] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', 3, 1, 7, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 7, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 0, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 7, 9, ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 8, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 5, 1, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 8, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 26 - [3, 4, 8, 5, '', '', '', ''] - ['', 2, '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 28 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', 3, 1, 8, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 3, 1, 7, 0, 7] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', 3, 1, 8, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 3, 1, 8, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - [1, 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', '', 3, 1, 8, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', 3, 1, 7, 0, 7] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [2, '', '', 3, 1, 8, 6, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 3, 1, 7, 0, 7] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', 3, 1, 8, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [1, 2, '', 3, 1, 8, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
